Time,Commitment,Opinion,Neighbors
0,1,1,3
5,1,1;1;1;1;1,3;3;3;3;3
10,1,1;1;1;1;1,3;3;3;3;3
15,1,1;1;1;1;1,3;3;2;2;2
20,2,1;1;1;1;0,2;2;2;2;2
25,1,2;2;2;2;1,2;2;2;2;2
30,1,1;1;1;1;1,2;2;2;2;2
35,1,1;1;1;1;1,2;2;2;2;2
40,1,1;1;1;1;1,2;2;2;2;2
45,1,1;1;1;1;1,2;2;2;2;2
50,1,1;1;1;1;1,2;2;2;2;2
55,1,1;1;1;1;1,2;2;2;2;2
60,1,1;1;1;1;1,2;2;2;2;2
65,1,1;1;1;1;1,2;2;2;2;2
70,2,1;1;1;1;0,2;2;2;2;2
75,1,2;2;2;2;1,2;2;2;2;2
80,1,1;1;1;1;1,2;2;2;2;2
85,1,1;1;1;1;1,2;2;2;2;2
90,1,1;1;1;1;1,2;2;2;2;2
95,1,1;1;1;1;1,2;2;2;2;2
100,1,1;1;1;1;1,2;2;2;2;2
105,1,1;1;1;1;1,2;2;2;2;2
110,1,1;1;1;1;1,2;2;2;2;2
115,1,1;1;1;1;1,2;2;2;2;2
120,1,1;1;1;1;1,2;2;2;2;2
125,1,1;1;1;1;1,2;2;2;2;2
130,1,1;1;1;1;1,2;2;2;2;2
135,1,1;1;1;1;1,2;2;2;2;2
140,1,1;1;1;1;1,2;2;2;2;2
145,2,1;1;1;1;0,2;2;2;2;2
150,1,0;2;2;2;1,2;2;2;2;2
155,1,1;1;1;1;1,2;2;2;2;2
160,1,1;1;1;1;1,2;2;2;2;2
165,1,1;1;1;1;1,2;2;2;2;2
170,2,1;1;1;1;0,2;2;2;2;2
175,1,0;2;2;2;1,2;2;2;2;2
180,1,1;1;1;1;1,2;2;2;2;2
185,1,1;1;1;1;1,2;2;2;2;2
190,1,1;1;1;1;1,2;2;2;2;2
195,1,1;1;1;1;1,2;2;2;2;2
200,1,1;1;1;1;1,2;2;2;2;2
205,1,1;1;1;1;1,2;2;2;2;2
210,1,1;1;1;1;1,2;2;2;2;2
215,1,1;1;1;1;1,2;2;2;2;2
220,1,1;1;1;1;1,2;2;2;2;2
225,1,1;1;1;1;1,2;2;2;2;2
230,1,1;1;1;1;1,2;2;2;2;2
235,1,1;1;1;1;1,2;2;2;2;2
240,1,1;1;1;1;1,2;2;2;2;2
245,1,1;1;1;1;1,2;2;2;2;2
250,1,1;1;1;1;1,2;2;2;2;2
255,1,1;1;1;1;1,2;2;2;2;2
260,1,1;1;1;1;1,2;2;2;2;2
265,1,1;1;1;1;1,2;2;2;2;2
270,1,1;1;1;1;1,2;2;2;2;2
275,1,1;1;1;1;1,2;2;2;2;2
280,1,1;1;1;1;1,2;2;2;2;2
285,1,1;1;1;1;1,2;2;2;2;2
290,1,1;1;1;1;1,2;2;2;2;2
295,1,1;1;1;1;1,2;2;2;2;2
300,1,1;1;1;1;1,2;2;2;2;2
305,1,1;1;1;1;1,2;2;2;2;2
310,1,1;1;1;1;1,2;2;2;2;2
